Standing screen display size,Screen Resolution,Max Screen Resolution,Brand,Item model number,Item Weight,Unit,Item Weight in Kg,Length(In),Width(In),Height(In),Item Dimensions  LxWxH,Color,Manufacturer,ASIN,Country of Origin,Date First Available,Price,Series,Is Discontinued By Manufacturer,Voltage,RAM,Processor Count,Computer Memory Type,Department,Customer Reviews,Power Source,Package Dimensions,Best Sellers Rank,Assembled Height,Assembled Length,Assembled Width,Style,Material,Number of Lights,Special Features,Shade Material,Switch Style,Switch Installation Type,Batteries Included?,Batteries Required?,Type of Bulb,Luminous Flux,Wattage,Processor,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Graphics Card Ram Size,Wireless Type,Hardware Platform,Operating System,Rear Webcam Resolution,Processor Brand,Flash Memory Size,Hard Drive Interface,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Batteries,Material Type,Size,Manufacturer Part Number,Average Battery Life (in hours),Language,Number of Items,Other display features,Colour,Card Description,Hard Drive Rotational Speed,National Stock Number,Ink Color,Brand Name,Color Name,Device interface - primary,Included Components,Total Recycled Content Percentage,Post-Consumer Recycled Content Percentage,Part Number,Item Package Quantity,Battery Cell Type,Display Type,Warranty,Optical Drive Type,Scanner Resolution,Connectivity technologies,Domestic Shipping,International Shipping,Display Style,Usage,Warranty Description
,,,SOUNDANCE,LS1,2.2,pounds,0.99,10.24,8.86,5.71,,A- silver,Soundance,B07D74DT3B,,,$26.99 ,,No,,,,,,22-May-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminum,For 10 to 15.6 Inches Laptop,LS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Plugable,UD-3900H,11.4,ounces,0.228,3.25,9.5,1,3.25 x 9.5 x 1 inches,,Plugable,B07BFJSYFM,,13-Mar-18,$99.00 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Inches,,2560 X 1600 Pixels,Dell,73GTT,20.5,pounds,9.225,27.04,8.54,24.89,27.04 x 8.54 x 24.89 inches,Black with Silver Base and Back,"Dell Marketing USA, LP",B01HQNTAMW,,29-Jun-16,$929.00 ,UltraSharp 30 Monitor with PremierColor,No,240 Volts,,1,DDR3 SDRAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9.68,pounds,4.356,19.45,11.54,1.89,,,KOORUI,B09FP4H99P,,7-Sep-21,$159.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.5 Inches,,1920 x 1080,Acer,XN253Q Pbmiprzx,13.6,pounds,6.12,22,9.3,20.2,22 x 9.3 x 20.2 inches,Black,Acer,B07R3XJHWS,,7-May-19,$384.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,XZX5B01,1.56,pounds,0.702,4.8,4.17,0.31,,,CUIUIC,B098XQQP19,China,,$68.99 ,,,,,,,,8-Jul-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7.83,pounds,3.5235,17.24,11.42,0.67,,,Prechen,B0863881T1,,,$102.99 ,,,,,,,,19-Mar-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,1920x1080 Pixels,Sceptre,E275B-FWD240,10.44,pounds,4.698,24.13,21.14,9.27,24.13 x 21.14 x 9.27 inches,Black,Sceptre,B0911MSYGW,China,24-Mar-21,$298.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NG17FGQ-1,5.77,pounds,2.5965,15.74,9.25,0.39,,,NexiGo,B09BJ7SCPX,,,$549.00 ,,,,,,,,,,,8-Sep-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,E156G-4K,1.76,pounds,0.792,,,,,,EHOMEWEI,B08RX2V4K6,,,$429.00 ,,,,,,,,8-Jan-21,,16.1 x 11.3 x 3.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1 Inches,,1920x1080,LILLIPUT,FA1011-NP/C/T,4.7,pounds,2.115,,,,,,LILLIPUT,B009GQD01A,,26-Sep-12,$219.00 ,,,12 Volts,,,,,,,12.76 x 11.26 x 3.62 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Inches,,,StarTech,ARMPIVOTB,6.54,pounds,2.943,18.2,4.3,17.6,18.2 x 4.3 x 17.6 inches,Black,STARTECH.COM,B06XDZ7JR2,China,4-Mar-17,$77.32 ,Desk-Mount Monitor Arm - Articulating - Heavy Duty Steel,No,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,27F,8.6,pounds,3.87,25,15,5,,,hp,B09HH8JCRV,,,$309.00 ,,,,,,,,,,,31-May-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Inches,1920 x 1080,1920X1080 Pixels,Sceptre,E248B-FPT168S,6.17,pounds,2.7765,21.21,15.75,5.95,21.21 x 15.75 x 5.95 inches,Black,Sceptre,B097QK6W46,China,22-Jun-21,$219.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.69,pounds,1.6605,,,,,,LANDZO,B08T5SZYQN,,,$188.99 ,,,,,,,,15-Jan-21,,17.28 x 11.1 x 3.19 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Plugable,UD-3900,0.32,ounces,0.0064,6.45,3.22,4.02,6.45 x 3.22 x 4.02 inches,Black,Plugable Technologies,B00ECDM78E,,15-Aug-13,$99.00 ,,No,,,,,,,DC,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,WALI,RDTT03,2,pounds,0.9,,,,,Black,WALI,B094QTGHNZ,,18-Aug-20,$11.99 ,Monitor Stand Riser Height Adjustable,,,,,,,,,15.39 x 9.88 x 1.26 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8.8,ounces,0.176,,,,,,MUBUY-GOL,B07PQ442W8,,,$31.99 ,,,,,,,,17-Mar-19,,13.1 x 3.1 x 2.9 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EP-0081,8.8,ounces,0.176,,,,,,GeeekPi,B0749D617J,China,,$59.99 ,,,,,,,,No,,7.95 x 4.57 x 2.13 inches,26-Jul-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8.8,ounces,0.176,,,,,,MUBUY-GOL,B07R6QD6DK,,,$31.99 ,,,,,,,,29-Apr-19,,13.1 x 2.9 x 2.8 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MonMount,LCD-3501T-B,18.35,pounds,8.2575,29.5,5.5,13,,Black,MonMount,B00LI6E9JI,,,$65.36 ,,,,,,,,3-Jul-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steel,"24"" - 29.9""",LCD-3501T-B,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
21.5 Inches,,,Kensington,K58354WW,13.4,ounces,0.268,24.02,14.72,0.2,24.02 x 14.72 x 0.2 inches,,Kensington,B0865PR99D,Taiwan,20-Mar-20,$104.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5 Inches,,2560 x 1440 Pixels,Philps,3.25E+10,2.38,ounces,0.0476,28.8,2.1,17.1,28.8 x 2.1 x 17.1 inches,Black,Philips Computer Monitors,B09CLPGS4D,China,21-Aug-21,$299.99 ,3.25E+10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IX156UC 4K,4.12,pounds,1.854,14.29,8.78,0.24,,,"Cinotop Electronics Co., Ltd",B08XQSSZHM,China,,$299.00 ,,1-Mar-21,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Inches,3840 x 2160,3840 x 2160 Pixels,Lenovo,65FAGCC2US,11.45,pounds,5.1525,8.66,25.08,17.72,8.66 x 25.08 x 17.72 inches,Black,Lenovo,B085R9Q1K6,China,23-Oct-19,$336.92 ,L28u-30,,,,,,,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.95,pounds,2.2275,10.04,7.87,5.04,,,Fametech Inc.,B08XXGQ5VZ,,,$119.99 ,,,,,,,,3-Mar-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Inches,,1920x1080,HP,1FH45U9#ABA,9.7,pounds,4.365,,,,,,hp,B077BSP7C3,China,28-Aug-17,$351.98 ,,No,100240 Volts,,,,Womens,,,22.5 x 13.75 x 10.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.3,pounds,0.585,,,,,,Pisichen,B0919SWNLF,,,$89.99 ,,,,,,,,29-Mar-21,,13.5 x 11.3 x 2.64 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Inches,,1024x600 Pixels,Kuman,Touch Screen,4.8,ounces,0.096,,,,,7 Inch Raspberry Pi Screen with Protective Case,kuman,B07QLQM3PS,,8-Dec-15,$64.99 ,,No,5 Volts,,,,,,,8.35 x 5.91 x 2.68 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10.43,pounds,4.6935,,,,,,,B083R2B4YZ,,,$317.29 ,,,,,,,,11-Jan-20,,,Tosuny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.34,pounds,0.603,,,,,,cntorich,B07YF98LDJ,,,$32.99 ,,,,,,,,26-Sep-19,,14.92 x 5.87 x 1.81 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ITNRSIIET,Pink Marble,2.46,ounces,0.0492,7.87,7.87,0.12,7.87 x 7.87 x 0.12 inches,Pink Marble,ITNRSIIET,B07ZSYNSSG,,30-Oct-19,$6.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.5 Inches,,1920 x 1080,Acer,XN253Q Pbmiprzx,13.6,pounds,6.12,22,9.3,20.2,22 x 9.3 x 20.2 inches,Black,Acer,B07R3XJHWS,,7-May-19,$384.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8.8,ounces,0.176,,,,,,MUBUY-GOL,B07PQ442W8,,,$31.99 ,,,,,,,,17-Mar-19,,13.1 x 3.1 x 2.9 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.83,pounds,2.6235,,,,,,Mount Plus,B07Y7X9YBD,,,$19.99 ,,,,,,,,22-Sep-19,,15.98 x 9.84 x 2.4 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,29,pounds,13.05,,,,,,,B08JV2W5PD,,,$699.00 ,,,,,,,,23-Sep-20,,35.8 x 23.6 x 8.7 inches,Lenovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Inches,,1920 x 1080,MSI,Modern MD241PW,14.72,pounds,6.624,24.12,17.98,8.65,24.12 x 17.98 x 8.65 inches,White,MSI COMPUTER,B096HKMSWQ,China,2-Jun-21,$169.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,3840 x 2160 Pixels,ASUS,PA27UCX-K,34.2,pounds,15.39,24.61,16.71,9,24.61 x 16.71 x 9 inches,BLACK,Asus,B088ML2BVG,China,20-Jun-20,"$2,799.00 ",PA27UCX-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10.4 inch,2.64,pounds,1.188,10,1.2,10,,,OSCY,B0943Q2Q61,,,$89.99 ,,7-May-21,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,UGREEN,30767,7,ounces,0.14,4.13,2.09,0.63,4.13 x 2.09 x 0.63 inches,,Ugreen Group Limited,B01MXXQKGM,,31-Mar-17,$19.99 ,,No,5 Volts,,,72-Pin EDO SIMM Memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac os x, Linux, Windows xp, Chrome os, Windows vista, Windows 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,27F,8.6,pounds,3.87,25,15,5,,,hp,B09HH8JCRV,,,$309.00 ,,,,,,,,,,,31-May-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.39,pounds,0.6255,6.89,5.12,1.5,,,,B07Z7Q54N5,,,$67.99 ,,,,,,,,17-Oct-19,,,Oumij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6 Inches,,1920 x 1080,AOPEN,16PG7QT Pbmiuuzx,2,pounds,0.9,14,0.42,8.94,14 x 0.42 x 8.94 inches,Black,Acer,B08Y5X731D,China,14-Mar-21,$352.99 ,16PG7QT Pbmiuuzx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,A156W02,1.76,pounds,0.792,,,,,,Anmite,B08HR3XZMW,China,,$145.00 ,,,,,,,,No,,16.38 x 11.26 x 3.7 inches,12-Sep-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.5 Inches,1920 x 1080 pixels,1920 x 1080,Acer,UM.QB7AA.003,8,pounds,3.6,21.26,2.56,12.72,21.26 x 2.56 x 12.72 inches,BLACK,Acer America Corp.,B07GL27MC7,China,17-Aug-18,$188.13 ,B7,No,120 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Inches,,1024 x 600 Pixels,Longruner,LR711-US,1.1,pounds,0.495,,,,,Black,Longruner,B07VHBR1LM,,22-Jul-19,$64.99 ,,,,,,,,,,8.4 x 5.8 x 2.7 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,19.31,pounds,8.6895,,,,,,hp,B09H54S5HD,,25-Sep-21,$319.00 ,,,,,,,,,,31 x 21.4 x 5.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Estink,JZZ-FTK-US-0401,3.59,pounds,1.6155,,,,,,Estink,B07BLSRLX3,,,$23.59 ,,No,,,,,,20-Mar-18,,21 x 8.75 x 2 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wood,,JZZ-FTK-US-0401,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,
,,,,,4.5,pounds,2.025,14,8.9,0.23,,,cocopar,B09BCCSWF9,,31-Aug-21,$200.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,2560 x 1440 Pixels,ViewSonic,XG2760,13.9,pounds,6.255,10.3,24.6,17.1,10.3 x 24.6 x 17.1 inches,BLACK,ViewSonic,B07FDDR4MN,China,10-Jul-18,$509.99 ,XG2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.54,pounds,0.693,172.44,50.79,16.14,,,iClever,B07VPMTWMC,,,$32.99 ,,,,,,,,19-Sep-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1CAT6E-BLUE-24PK,11.5,ounces,0.23,2,6.5,7.5,,,,B00XIFMQ2Y,,China,$31.99 ,,GoDirectInc.com,,,,,,No,,,11-May-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,A156W02,1.76,pounds,0.792,,,,,,Anmite,B08HR3XZMW,China,,$145.00 ,,,,,,,,No,,16.38 x 11.26 x 3.7 inches,12-Sep-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,2560 x 1440 Pixels,ViewSonic,XG2760,13.9,pounds,6.255,10.3,24.6,17.1,10.3 x 24.6 x 17.1 inches,BLACK,ViewSonic,B07FDDR4MN,China,10-Jul-18,$509.99 ,XG2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,19.31,pounds,8.6895,,,,,,hp,B09H54S5HD,,25-Sep-21,$319.00 ,,,,,,,,,,31 x 21.4 x 5.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CPS-12.5,3.94,ounces,0.0788,12.2,6.85,0.01,,,Byhoway,B07QHWD543,,,$9.99 ,,,,,,,,11-Mar-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.25 Inches,,1024 x 600 Pixels,Kingwin,FPX-007,5.6,ounces,0.112,6,2,4,6 x 2 x 4 inches,,KWI Technology Inc./Kingwin,B01NAWJVKN,,25-Jan-17,$39.99 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.39,pounds,0.6255,6.89,5.12,1.5,,,,B07Z7Q54N5,,,$67.99 ,,,,,,,,17-Oct-19,,,Oumij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.52,ounces,0.0704,,,,,,lbt,B08HVB7F3G,,,$7.99 ,,,,,,,,11-Sep-20,,7.01 x 5.79 x 1.26 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,E361,2.82,ounces,0.0564,4.72,3.15,1.57,,,Jun-Electron,B07WQW6H9S,China,,$30.59 ,,,,,,,,18-Aug-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RHUB-20006,2.07,pounds,0.9315,12.76,9.06,2.01,,,,B08QFKTJ3N,,,$96.95 ,,,,,,,,12-Dec-20,,,Rosewill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.5,pounds,2.025,14,8.9,0.23,,,cocopar,B09BCCSWF9,,31-Aug-21,$200.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EL050DSIIPS,11.3,ounces,0.226,4.76,3.88,0.63,,,ElecLab,B08LV8NN62,,,$49.90 ,,,,,,,,15-Oct-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5.5inch HDMI AMOLED,8.8,ounces,0.176,,,,,,Waveshare,B07N8WWDRK,,,$128.99 ,,,,,,,,29-Mar-19,,7.3 x 5.2 x 1.9 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.51,pounds,2.0295,,,,,,OFIYAA,B099JCR9KW,,,$208.00 ,,,,,,,,15-Jul-21,,13.98 x 9.92 x 3.62 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,JSCT1003,0.64,ounces,0.0128,0.93,5.31,9.84,,,Generic,B08ZCXL8BD,,,$168.00 ,,,,,,,,,,,18-Mar-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Inches,,800 x 600,Ergotech,FDM-E-STAND-1,56.5,pounds,25.425,,,,,Black,Ergotech,B07KJL77B2,China,11-May-19,$273.70 ,,,,,,,,,,36 x 22 x 11 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13.4,ounces,0.268,,,,,,Mosiso,B08LB8F5TD,,,$11.99 ,,,,,,,,,,14.37 x 10.16 x 1.38 inches,17-Oct-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EP-15T,4.59,pounds,2.0655,,,,,,SainSonic,B07Q6XPPV7,,,$279.00 ,,,,,,,,1-Apr-19,,15.7 x 10.6 x 2.7 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35 Inches,,2560 x 1080 Curved FHD,Acer,Z35 bmiphz,25.9,pounds,11.655,33.2,11.8,21.8,33.2 x 11.8 x 21.8 inches,Black,Acer America Corporation,B01A0FEBXQ,China,14-Feb-16,$699.99 ,Z35 bmiphz,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5 Inches,,2560 x 1440 Pixels,Lenovo,C32qc-20,22.5,pounds,10.125,9.33,27.94,20.76,9.33 x 27.94 x 20.76 inches,Black,Lenovo,B084R38JQX,,1-Mar-20,$349.00 ,C32qc-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CPS-12.5,3.94,ounces,0.0788,12.2,6.85,0.01,,,Byhoway,B07QHWD543,,,$9.99 ,,,,,,,,11-Mar-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.52,ounces,0.0704,,,,,,lbt,B08HVB7F3G,,,$7.99 ,,,,,,,,11-Sep-20,,7.01 x 5.79 x 1.26 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.76,pounds,0.792,13.94,8.78,0.14,,,JREN,B08SK1L7CW,China,,$159.88 ,,,,,,,,9-Jan-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2inch IPS LCD Display Module,0.81,ounces,0.0162,,,,,,Waveshare,B082GFTZQD,China,,$14.75 ,,,,,,,,7-Dec-19,,2.8 x 2 x 0.9 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Inches,1920 x 1080,1920 x 1080 Pixels,Sceptre,C248B-FWT168,6.81,pounds,3.0645,21.61,16.06,6.55,21.61 x 16.06 x 6.55 inches,Black,e-Sceptre,B09HR8RC46,China,4-Oct-21,$199.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.76,pounds,0.792,13.94,8.78,0.14,,,JREN,B08SK1L7CW,China,,$159.88 ,,,,,,,,9-Jan-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Inches,,UHD (3840 x 2160),Acer,XB273K Sbmiprzx,28.1,pounds,12.645,24.76,12.09,21.3,24.76 x 12.09 x 21.3 inches,Black,Acer,B07X962HL8,,9-Sep-19,"$1,125.00 ",XB273K Sbmiprzx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Inches,1920 x 1080,1920 x 1080 Pixels,Sceptre,C248B-FWT168,6.81,pounds,3.0645,21.61,16.06,6.55,21.61 x 16.06 x 6.55 inches,Black,e-Sceptre,B09HR8RC46,China,4-Oct-21,$199.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,G1ZSJJ9011952,6.2,pounds,2.79,,,,,,Penck,B07LFTCW74,,,$26.99 ,,,,,,,,No,,22.91 x 10.24 x 3.74 inches,17-Dec-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8.1,ounces,0.162,4.72,2.95,0.47,,,UCTRONICS,B085MXM2M2,,,$54.99 ,,,,,,,,8-Mar-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.8,pounds,1.26,,,,,,SAMFIWI,B08HS5BPYG,,,$179.99 ,,,,,,,,10-Sep-20,,16.34 x 12.09 x 2.48 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
